Click to Upload Template File,Total Observations,flag,username,timestamp
"{""path"":""flagged/Click to Upload Template File/bbeba97def62ee2fe8dd/Book1.xlsx"",""url"":""https://437412db00145208a9.gradio.live/file=/private/var/folders/pw/rxy534t168z6v22_fwn7n1t80000gn/T/gradio/563b4a29998af0116f0701cd80ac483822712622/Book1.xlsx"",""size"":385588,""orig_name"":""Book1.xlsx"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet"",""is_stream"":false,""meta"":{""_type"":""gradio.FileData""}}",2939,,,2024-04-04 22:23:05.553526
